url,id,region,province,locality,zip_code,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
https://www.immoweb.be/en/classified/apartment/for-sale/neupre/4120/11128597,11128597.0,2.0,Liège,Neupré,4120,APARTMENT,APARTMENT,279000.0,3.0,127.0,INSTALLED,1.0,,,,,,,2,0.0,GOOD
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11131488,11131488.0,3.0,West Flanders,BLANKENBERGE,8370,APARTMENT,APARTMENT,295000.0,2.0,68.0,SEMI_EQUIPPED,1.0,,1.0,,,,UNKNOWN,2,,GOOD
https://www.immoweb.be/en/classified/villa/for-sale/walhain/1457/11128936,11128936.0,2.0,Walloon Brabant,Walhain,1457,HOUSE,VILLA,399000.0,3.0,158.0,INSTALLED,0.0,,1.0,41.0,,,1921,4,0.0,TO_BE_DONE_UP
https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/11129774,11129774.0,2.0,Walloon Brabant,Braine-le-Chateau,1440,HOUSE,HOUSE,445000.0,4.0,161.0,HYPER_EQUIPPED,0.0,,1.0,68.0,1.0,600.0,1740,4,0.0,GOOD
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent-mariakerke/9030/11128350,11128350.0,3.0,East Flanders,Gent Mariakerke,9030,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/11129291,11129291.0,3.0,East Flanders,Gent,9000,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent-gentbrugge/9050/11128342,11128342.0,3.0,East Flanders,Gent Gentbrugge,9050,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11128144,11128144.0,1.0,Brussels,Uccle,1180,APARTMENT,APARTMENT,595000.0,3.0,145.0,INSTALLED,0.0,,1.0,20.0,,,UNKNOWN,3,0.0,TO_RENOVATE
https://www.immoweb.be/en/classified/house/for-sale/moorslede/8890/11161130,11161130.0,3.0,West Flanders,Moorslede,8890,HOUSE,HOUSE,85000.0,4.0,125.0,0,,,,,,,249,,,TO_RENOVATE
https://www.immoweb.be/en/classified/apartment/for-sale/staden/8840/11161129,11161129.0,3.0,West Flanders,Staden,8840,APARTMENT,APARTMENT,184500.0,1.0,65.0,INSTALLED,,,,,,,UNKNOWN,,,GOOD
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/hofstade/9308/11161114,11161114.0,3.0,East Flanders,Hofstade,9308,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/11161112,11161112.0,3.0,East Flanders,Hofstade,9308,HOUSE,HOUSE,475000.0,3.0,210.0,HYPER_EQUIPPED,,-1.0,1.0,22.0,1.0,227.0,0,2,,
https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/11161110,11161110.0,3.0,East Flanders,Hofstade,9308,HOUSE,HOUSE,479000.0,3.0,211.0,HYPER_EQUIPPED,,-1.0,1.0,23.0,1.0,235.0,0,2,,
https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/11161109,11161109.0,3.0,East Flanders,Hofstade,9308,HOUSE,HOUSE,479000.0,3.0,212.0,HYPER_EQUIPPED,,-1.0,1.0,24.0,1.0,241.0,0,2,,
